Flow_ID,Source,Dest,Sent_packets,Recv_packets,PDR_%,Recv_rate,Recv_bytes,Delay,Throughput_Kbps,Protocol,Num_Of_Nodes,Mob_Speed,Num_Of_Sinks,Trans_Power,Set_Run,Set_Seed
1,10.1.1.14,10.1.1.4,341,137,40.176,100.832,12604,+1.27533e+08ns,1.8501,OLSR,40,25,10,7.5,43,3
2,10.1.1.19,10.1.1.9,399,374,93.7343,275.264,34408,+1.683e+08ns,2.95188,OLSR,40,25,10,7.5,43,3
3,10.1.1.13,10.1.1.3,260,139,53.4615,102.304,12788,+3.81028e+08ns,1.03059,OLSR,40,25,10,7.5,43,3
4,10.1.1.15,10.1.1.5,396,396,100,291.456,36432,+1.42414e+08ns,2.95144,OLSR,40,25,10,7.5,43,3
5,10.1.1.20,10.1.1.10,197,6,3.04569,4.416,552,+2.62181e+07ns,0.0459993,OLSR,40,25,10,7.5,43,3
6,10.1.1.11,10.1.1.1,329,103,31.307,75.808,9476,+1.53787e+08ns,0.769613,OLSR,40,25,10,7.5,43,3
7,10.1.1.16,10.1.1.6,310,144,46.4516,105.984,13248,+2.38864e+08ns,1.15829,OLSR,40,25,10,7.5,43,3
8,10.1.1.17,10.1.1.7,318,75,23.5849,55.2,6900,+1.19184e+09ns,1.46222,OLSR,40,25,10,7.5,43,3
9,10.1.1.18,10.1.1.8,160,95,59.375,69.92,8740,+1.50167e+08ns,2.07165,OLSR,40,25,10,7.5,43,3
10,10.1.1.12,10.1.1.2,97,0,0,0,0,+0ns,-0,OLSR,40,25,10,7.5,43,3
